"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
2851,"unpermute_kernel(float const*, float*, int, int, int, int) [clone .kd]",1,0,3805,8831,8831,6291456,512,0,0,12,4,32,64,"0x0","0x7b3401f05540",2657421742070,2657422580906,2657422601594,2657422589863,20688
2852,"__amd_rocclr_fillBufferAligned.kd",1,0,3807,8831,8831,77824,256,0,0,12,4,48,64,"0x0","0x7b340229b580",2657422599320,2657422619955,2657422622842,2657422611302,2887
2853,"permute_kernel(float*, float*, float*, float const*, int, int, int, int) [clone .kd]",1,0,3809,8831,8831,6291456,512,0,0,12,4,32,64,"0x0","0x7b3401f05500",2657422605774,2657422628615,2657422668626,2657422657182,40011
2854,"Cijk_Alik_Bljk_SB_MT64x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR8_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVWn1_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA256_LBSPPB256_LPA4_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV0_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD3_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR17_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO1_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT2_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM32.kd",1,0,3810,8831,8831,12582912,256,58880,0,128,136,80,64,"0x0","0x7b2b0e149b40",2657422618326,2657422668626,2657423103899,2657423093072,435273
2855,"softmax_forward_kernel5(float*, float, float const*, int, int) [clone .kd]",1,0,3811,8831,8831,3145728,256,0,64,44,4,48,64,"0x0","0x7b3401f05440",2657422623679,2657423103899,2657423243176,2657423232083,139277
2856,"Cijk_Ailk_Bljk_SB_MT32x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT3128_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA0_LBSPPB256_LPA16_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV1_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD2_NEPBS4_NLCA1_NLCB1_ONLL2_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO4_SVW1_SNLL0_TSGRA0_TSGRB0_TT1_32_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_4_2_WGM16.kd",1,0,3812,8831,8831,1572864,256,53760,0,64,0,64,64,"0x0","0x7b2b0d512580",2657422631652,2657423243176,2657423485809,2657423474191,242633
2857,"unpermute_kernel(float const*, float*, int, int, int, int) [clone .kd]",1,0,3813,8831,8831,6291456,512,0,0,12,4,32,64,"0x0","0x7b3401f05540",2657422636616,2657423485809,2657423506376,2657423494703,20567
2858,"__amd_rocclr_fillBufferAligned.kd",1,0,3815,8831,8831,77824,256,0,0,12,4,48,64,"0x0","0x7b340229b580",2657423504308,2657423524979,2657423527745,2657423516190,2766
2859,"permute_kernel(float*, float*, float*, float const*, int, int, int, int) [clone .kd]",1,0,3817,8831,8831,6291456,512,0,0,12,4,32,64,"0x0","0x7b3401f05500",2657423510670,2657423533518,2657423572928,2657423561711,39410
2860,"Cijk_Alik_Bljk_SB_MT64x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR8_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVWn1_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA256_LBSPPB256_LPA4_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV0_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD3_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR17_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO1_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT2_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM32.kd",1,0,3818,8831,8831,12582912,256,58880,0,128,136,80,64,"0x0","0x7b2b0e149b40",2657423525900,2657423572928,2657424006276,2657423995619,433348
2861,"softmax_forward_kernel5(float*, float, float const*, int, int) [clone .kd]",1,0,3819,8831,8831,3145728,256,0,64,44,4,48,64,"0x0","0x7b3401f05440",2657423531020,2657424006276,2657424149763,2657424138028,143487
2862,"Cijk_Ailk_Bljk_SB_MT32x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT3128_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA0_LBSPPB256_LPA16_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV1_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD2_NEPBS4_NLCA1_NLCB1_ONLL2_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO4_SVW1_SNLL0_TSGRA0_TSGRB0_TT1_32_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_4_2_WGM16.kd",1,0,3820,8831,8831,1572864,256,53760,0,64,0,64,64,"0x0","0x7b2b0d512580",2657423539409,2657424149763,2657424389469,2657424377902,239706
2863,"unpermute_kernel(float const*, float*, int, int, int, int) [clone .kd]",1,0,3821,8831,8831,6291456,512,0,0,12,4,32,64,"0x0","0x7b3401f05540",2657423543834,2657424389469,2657424409675,2657424397978,20206
2864,"__amd_rocclr_fillBufferAligned.kd",1,0,3823,8831,8831,77824,256,0,0,12,4,48,64,"0x0","0x7b340229b580",2657424407991,2657424428599,2657424431525,2657424420081,2926
2865,"permute_kernel(float*, float*, float*, float const*, int, int, int, int) [clone .kd]",1,0,3825,8831,8831,6291456,512,0,0,12,4,32,64,"0x0","0x7b3401f05500",2657424414476,2657424437258,2657424476748,2657424465938,39490
2866,"Cijk_Alik_Bljk_SB_MT64x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR8_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVWn1_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA256_LBSPPB256_LPA4_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV0_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD3_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR17_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO1_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT2_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM32.kd",1,0,3826,8831,8831,12582912,256,58880,0,128,136,80,64,"0x0","0x7b2b0e149b40",2657424427381,2657424476748,2657424904965,2657424894507,428217
2867,"softmax_forward_kernel5(float*, float, float const*, int, int) [clone .kd]",1,0,3827,8831,8831,3145728,256,0,64,44,4,48,64,"0x0","0x7b3401f05440",2657424432958,2657424904965,2657425047008,2657425035785,142043
2868,"Cijk_Ailk_Bljk_SB_MT32x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT3128_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA0_LBSPPB256_LPA16_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV1_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD2_NEPBS4_NLCA1_NLCB1_ONLL2_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO4_SVW1_SNLL0_TSGRA0_TSGRB0_TT1_32_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_4_2_WGM16.kd",1,0,3828,8831,8831,1572864,256,53760,0,64,0,64,64,"0x0","0x7b2b0d512580",2657424441734,2657425047008,2657425283548,2657425272048,236540
2869,"unpermute_kernel(float const*, float*, int, int, int, int) [clone .kd]",1,0,3829,8831,8831,6291456,512,0,0,12,4,32,64,"0x0","0x7b3401f05540",2657424447002,2657425283548,2657425303714,2657425292396,20166
2870,"__amd_rocclr_fillBufferAligned.kd",1,0,3831,8831,8831,77824,256,0,0,12,4,48,64,"0x0","0x7b340229b580",2657425301720,2657425322356,2657425325283,2657425314140,2927
2871,"permute_kernel(float*, float*, float*, float const*, int, int, int, int) [clone .kd]",1,0,3833,8831,8831,6291456,512,0,0,12,4,32,64,"0x0","0x7b3401f05500",2657425308646,2657425331096,2657425370947,2657425359514,39851
2872,"Cijk_Alik_Bljk_SB_MT64x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR8_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVWn1_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA256_LBSPPB256_LPA4_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV0_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD3_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR17_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO1_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT2_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM32.kd",1,0,3834,8831,8831,12582912,256,58880,0,128,136,80,64,"0x0","0x7b2b0e149b40",2657425321693,2657425370947,2657425795475,2657425784325,424528
2873,"softmax_forward_kernel5(float*, float, float const*, int, int) [clone .kd]",1,0,3835,8831,8831,3145728,256,0,64,44,4,48,64,"0x0","0x7b3401f05440",2657425333619,2657425795475,2657425937238,2657425925709,141763
2874,"Cijk_Ailk_Bljk_SB_MT32x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT3128_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA0_LBSPPB256_LPA16_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV1_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD2_NEPBS4_NLCA1_NLCB1_ONLL2_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO4_SVW1_SNLL0_TSGRA0_TSGRB0_TT1_32_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_4_2_WGM16.kd",1,0,3836,8831,8831,1572864,256,53760,0,64,0,64,64,"0x0","0x7b2b0d512580",2657425342913,2657425937238,2657426175020,2657426163337,237782
2875,"unpermute_kernel(float const*, float*, int, int, int, int) [clone .kd]",1,0,3837,8831,8831,6291456,512,0,0,12,4,32,64,"0x0","0x7b3401f05540",2657425347537,2657426175020,2657426195065,2657426183228,20045
2876,"__amd_rocclr_fillBufferAligned.kd",1,0,3839,8831,8831,77824,256,0,0,12,4,48,64,"0x0","0x7b340229b580",2657426193146,2657426213868,2657426216635,2657426205544,2767
2877,"permute_kernel(float*, float*, float*, float const*, int, int, int, int) [clone .kd]",1,0,3841,8831,8831,6291456,512,0,0,12,4,32,64,"0x0","0x7b3401f05500",2657426199895,2657426222328,2657426262499,2657426251820,40171
2878,"Cijk_Alik_Bljk_SB_MT64x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR8_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVWn1_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA256_LBSPPB256_LPA4_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV0_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD3_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR17_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO1_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT2_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM32.kd",1,0,3842,8831,8831,12582912,256,58880,0,128,136,80,64,"0x0","0x7b2b0e149b40",2657426216910,2657426262499,2657426686867,2657426676036,424368
2879,"softmax_forward_kernel5(float*, float, float const*, int, int) [clone .kd]",1,0,3843,8831,8831,3145728,256,0,64,44,4,48,64,"0x0","0x7b3401f05440",2657426222300,2657426686867,2657426828269,2657426816547,141402
2880,"Cijk_Ailk_Bljk_SB_MT32x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT3128_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA0_LBSPPB256_LPA16_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV1_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD2_NEPBS4_NLCA1_NLCB1_ONLL2_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO4_SVW1_SNLL0_TSGRA0_TSGRB0_TT1_32_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_4_2_WGM16.kd",1,0,3844,8831,8831,1572864,256,53760,0,64,0,64,64,"0x0","0x7b2b0d512580",2657426231104,2657426828269,2657427063445,2657427052506,235176
2881,"unpermute_kernel(float const*, float*, int, int, int, int) [clone .kd]",1,0,3845,8831,8831,6291456,512,0,0,12,4,32,64,"0x0","0x7b3401f05540",2657426236394,2657427063445,2657427083411,2657427071923,19966
2882,"__amd_rocclr_fillBufferAligned.kd",1,0,3847,8831,8831,77824,256,0,0,12,4,48,64,"0x0","0x7b340229b580",2657427081575,2657427102294,2657427104980,2657427093397,2686
2883,"permute_kernel(float*, float*, float*, float const*, int, int, int, int) [clone .kd]",1,0,3849,8831,8831,6291456,512,0,0,12,4,32,64,"0x0","0x7b3401f05500",2657427088185,2657427110913,2657427151005,2657427140058,40092
2884,"Cijk_Alik_Bljk_SB_MT64x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR8_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVWn1_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA256_LBSPPB256_LPA4_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV0_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD3_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR17_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO1_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT2_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM32.kd",1,0,3850,8831,8831,12582912,256,58880,0,128,136,80,64,"0x0","0x7b2b0e149b40",2657427100693,2657427151005,2657427571884,2657427561345,420879
2885,"softmax_forward_kernel5(float*, float, float const*, int, int) [clone .kd]",1,0,3851,8831,8831,3145728,256,0,64,44,4,48,64,"0x0","0x7b3401f05440",2657427105995,2657427571884,2657427714489,2657427703182,142605
2886,"Cijk_Ailk_Bljk_SB_MT32x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT3128_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA0_LBSPPB256_LPA16_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV1_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD2_NEPBS4_NLCA1_NLCB1_ONLL2_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO4_SVW1_SNLL0_TSGRA0_TSGRB0_TT1_32_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_4_2_WGM16.kd",1,0,3852,8831,8831,1572864,256,53760,0,64,0,64,64,"0x0","0x7b2b0d512580",2657427114228,2657427714489,2657427952752,2657427941391,238263
2887,"unpermute_kernel(float const*, float*, int, int, int, int) [clone .kd]",1,0,3853,8831,8831,6291456,512,0,0,12,4,32,64,"0x0","0x7b3401f05540",2657427119535,2657427952752,2657427972598,2657427961271,19846
2888,"__amd_rocclr_fillBufferAligned.kd",1,0,3855,8831,8831,77824,256,0,0,12,4,48,64,"0x0","0x7b340229b580",2657427969824,2657427990238,2657427992643,2657427981520,2405
2889,"permute_kernel(float*, float*, float*, float const*, int, int, int, int) [clone .kd]",1,0,3857,8831,8831,6291456,512,0,0,12,4,32,64,"0x0","0x7b3401f05500",2657427975857,2657427998336,2657428038267,2657428028092,39931
2890,"Cijk_Alik_Bljk_SB_MT64x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR8_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVWn1_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA256_LBSPPB256_LPA4_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV0_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD3_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR17_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO1_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT2_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM32.kd",1,0,3858,8831,8831,12582912,256,58880,0,128,136,80,64,"0x0","0x7b2b0e149b40",2657427989384,2657428038267,2657428470813,2657428459676,432546
2891,"softmax_forward_kernel5(float*, float, float const*, int, int) [clone .kd]",1,0,3859,8831,8831,3145728,256,0,64,44,4,48,64,"0x0","0x7b3401f05440",2657427995489,2657428470813,2657428614060,2657428602434,143247
2892,"Cijk_Ailk_Bljk_SB_MT32x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT3128_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA0_LBSPPB256_LPA16_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV1_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD2_NEPBS4_NLCA1_NLCB1_ONLL2_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO4_SVW1_SNLL0_TSGRA0_TSGRB0_TT1_32_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_4_2_WGM16.kd",1,0,3860,8831,8831,1572864,256,53760,0,64,0,64,64,"0x0","0x7b2b0d512580",2657428009949,2657428614060,2657428860823,2657428849358,246763
2893,"unpermute_kernel(float const*, float*, int, int, int, int) [clone .kd]",1,0,3861,8831,8831,6291456,512,0,0,12,4,32,64,"0x0","0x7b3401f05540",2657428015913,2657428860823,2657428881349,2657428869665,20526
2894,"__amd_rocclr_fillBufferAligned.kd",1,0,3863,8831,8831,77824,256,0,0,12,4,48,64,"0x0","0x7b340229b580",2657428879372,2657428900032,2657428902798,2657428891411,2766
2895,"permute_kernel(float*, float*, float*, float const*, int, int, int, int) [clone .kd]",1,0,3865,8831,8831,6291456,512,0,0,12,4,32,64,"0x0","0x7b3401f05500",2657428886030,2657428908932,2657428948342,2657428937153,39410
2896,"Cijk_Alik_Bljk_SB_MT64x32x64_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS1_ELFLR8_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVWn1_GSU1_GSUASB_GLS0_ISA942_IU1_K1_KLA_LBSPPA256_LBSPPB256_LPA4_LPB4_LDL1_LRVW1_LWPMn1_LDW0_FMA_MIAV0_MDA2_MO40_MMFSC_MKFGSU256_NTA0_NTB0_NTC3_NTD3_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR17_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO1_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT2_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM32.kd",1,0,3866,8831,8831,12582912,256,58880,0,128,136,80,64,"0x0","0x7b2b0e149b40",2657428897654,2657428948342,2657429378242,2657429367839,429900
2897,"softmax_forward_kernel5(float*, float, float const*, int, int) [clone .kd]",1,0,3867,8831,8831,3145728,256,0,64,44,4,48,64,"0x0","0x7b3401f05440",2657428902906,2657429378242,2657429520887,2657429509681,142645
